,Titre,Language,genre,Directors,Liste acteurs,startYear,averageRating,Poster,weighted_rating
596,Le créateur,en,Comedy,Albert Dupontel,"['Emmanuelle Bougerol', ' Claude Perron']",1999,6.0,/uzCmMUJwLoMGImCCdR6tVdB2E88.jpg,5.979538628147005
597,Slaughter of the Innocents,en,Crime,James Glickenhaus,"['J. Stephen Brady', ' Rachel Jolley', ' Jan Broberg']",1993,5.0,/ulAkr13ofUrJD7t5TgShscSMDZD.jpg,5.294124677089033
598,The Hanoi Hilton,en,Drama,Lionel Chetwynd,"['Brian Demonbreun', ' Leo K. Thorsness', ' Michael Moriarty']",1987,6.0,/zDQVYdmvRQjTR8wCYxJXqbbxTh4.jpg,5.9802086791355205
599,Southie,en,Drama,John Shea,"['James Michael Cummings', ' Ericson Balcita', ' Sue Costello', ' Donnie Wahlberg']",1998,5.0,/t8qqT9OC0Vj5QC2wsm1vywBFESw.jpg,5.28273690979702
600,When Brendan Met Trudy,en,Comedy,Kieron J. Walsh,"['Robbie Doolin', ' Peter McDonald']",2000,6.0,/k7ztbOglrUG3kRLB98QwwwOZhej.jpg,5.982078040579063
601,Strangers in Good Company,en,Adventure,Cynthia Scott,['Hannele Halm'],1990,7.0,/oM6tCvGeBIQw00J0A7MGLvD8jrn.jpg,6.677971047094603
602,Judy Berlin,en,Comedy,Eric Mendelsohn,"['Judy Graubart', ' Brett Lustig', ' Barbara Barrie']",1999,6.0,/ziuNqpQ4oXNRwlxUGQCTWlbe9Fu.jpg,5.979396535286916
603,Cold Around the Heart,en,Crime,John Ridley,"['Scott Del Amo', ' David Caruso']",1997,5.0,/rCmdnGP4h4JmkphrdNpkzccs0sW.jpg,5.295800070819287
604,Memories of Me,en,Comedy,Henry Winkler,"[""Joe 'Flash' Riley"", ' Billy Crystal']",1988,5.0,/sveCOcLBNrUPzcgEGrcRzdqfCvH.jpg,5.280699166302988
605,Clearcut,en,Drama,Ryszard Bugajski,"['Jari Sarkka', ' Michael Burgess', ' M.T. Kelly']",1991,6.0,/2RAERtxTKGKmjiVFMsON1VsoLLo.jpg,5.979318195116903
606,The Deceivers,en,Adventure,Nicholas Meyer,"['Richard Trevor', ' Pierce Brosnan']",1988,6.0,/njpJTsyxBJubTE61ZrRiWUOH39E.jpg,5.980398866002687
607,Two Ninas,en,Comedy,Neil Turitz,"['Neil Turitz', ' Bray Poor', ' Amanda Peet']",1999,6.0,/jmvcNy9Dsy03DPC5sYr5li1JtVQ.jpg,5.979305080465741
608,Trippin',en,Comedy,David Raynr,"['Scott St. James', ' Deon Richmond']",1999,5.0,/cR2rHbeUkTRe4UkzRldTEwWjgQQ.jpg,5.251001134207558
609,The Cold Light of Day,en,Drama,Rudolf van den Berg,"['Nina Jiránková', ' Lynsey Baxter', ' Nela Boudová', ' Richard E. Grant']",1996,6.0,/ivWfL5aP4GFhlvzdW2GwTTlElzJ.jpg,5.977888964698153
610,Just Another Girl on the I.R.T.,en,Drama,Leslie Harris,"['Ariyan A. Johnson', ' Nicholas B. Carter', ' Ariyan A. Johnson']",1992,6.0,/jjBthOisXwuyUqBd1BAmIzdSf4S.jpg,5.981113490679673
611,Crazy Love,en,Drama,Dominique Deruddere,"['Raymond van het Groenewoud', ' Josse De Pauw', ' Dominique Deruddere']",1987,6.0,/fFbMigzesJSvNP9B6pXLcHDV1SW.jpg,5.982058335291079
612,My Son the Fanatic,en,Comedy,Udayan Prasad,"['Marc Anwar', ' Andy Devine', ' Om Puri']",1997,6.0,/4NGfgvhcorRalldiTMftmjoG1IQ.jpg,5.984699536753152
613,A Dog Of Flanders,en,Drama,Kevin Brodie,"['Jenny Tanghe', ' Antje de Boeck', ' Kevin Brodie', ' Jack Warden']",1999,6.0,/w65gcoD1zwmaPLM0gM8s9eynGcj.jpg,5.978140731342581
614,Shiloh 2: Shiloh Season,en,Drama,Sandy Tung,"['Zachary Browne', ' Marissa Leigh', ' Zachary Browne']",1999,5.0,/kCf8KXFZzICCPXwx7v1IivJqXz5.jpg,5.313667189190922
615,Safe Passage,en,Drama,Robert Allan Ackerman,"['Steven Robert Ross', ' Cindy Hom', ' Ralph Howard', ' Susan Sarandon']",1994,6.0,/3t8zDeD29iqjhz6k8OuvRizu8h.jpg,5.982038586623266
616,Preaching to the Perverted,en,Comedy,Stuart Urban,"['Angela Easterling', ' Guinevere Turner']",1997,5.0,/3bHGnpgLvAfasPLMjyA7phjF8RO.jpg,5.257217452886336
617,Off Beat,en,Comedy,Michael Dinner,['Ed Deacy'],1986,5.0,/pyjCzgUpCPLc5xr7OFMXN61PITf.jpg,5.313877845463045
618,Equinox,en,Crime,Alan Rudolph,"['Abdullah Ibrahim', ' Jack DeJohnette', ' David Broderson', ' Matthew Modine']",1992,5.0,/tqO00qQBtG3pNuxTTWUTEqPp1jA.jpg,5.257217452886336
619,Hansel and Gretel,en,Family,Len Talan,"['Nancy Weems', ' David Warner']",1988,6.0,/p8ja10DxJJ8N460104lmPyKaGRM.jpg,5.982058335291079
620,See You in the Morning,en,Drama,Alan J. Pakula,"['Dorothy Dean Bridges', "" M'el Dowd"", ' Jeff Bridges']",1989,5.0,/yDxE1EOwTGG2F1x5M07XEbp3Puv.jpg,5.312618135046471
621,Badding,en,Biography,Markku Pölönen,"['Jari Karttunen', ' Janne Reinikainen']",2000,5.0,/ddoDVtoCEnnXlmClr6FwfJExoHc.jpg,5.255390225078948
622,Bopha!,en,Drama,Morgan Freeman,"['Christopher John Hall', ' Danny Glover']",1993,6.0,/iCxStM08iy1c5Y5211HLKDEJA0I.jpg,5.978067279498974
623,Rat,en,Comedy,Steve Barron,"['Pete Briquette', ' Pete Postlethwaite']",2000,5.0,/iYQe8CXnzCYKPEP8Z1jVLOw9t54.jpg,5.314300007998973
624,Mac,en,Drama,John Turturro,"['Phil Brito', ' Jared Matesky', ' John Turturro']",1992,6.0,/xztJ5d4GDnnPCgLHATJSUpwgAkz.jpg,5.978037760359673
625,World Gone Wild,en,Action,Lee H. Katzin,"['Donald Lee Harris', ' Larry Ketchum', ' Jerold Franks', ' Bruce Dern']",1987,5.0,/ueOuZpYzm3zEHceGFeKInDuHkSt.jpg,5.31578656209086
626,China O'Brien,en,Action,Robert Clouse,"['Richard Ricci', ' Jon Richard Platten', ' Cynthia Rothrock']",1990,5.0,/9iLDR0mQqjzvaHpKCwFeZ1WktMD.jpg,5.25623032450355
627,This Is My Life,en,Drama,Nora Ephron,"['Max Bernstein', ' Julie Kavner']",1992,6.0,/ynk01Ab4aWDgYSsaAVpFvlLy9CL.jpg,5.9821173215860135
628,Touch and Go,en,Comedy,Robert Mandel,"['Christine Vertosick', ' Ron Presson', ' Michael Keaton']",1986,5.0,/9QhgS5CMedrLTwTZ6Wh1wMyRzox.jpg,5.316642352232028
629,Extreme Justice,en,Action,Mark L. Lester,"['Jill Novick', ' Lou Diamond Phillips']",1993,5.0,/jugoDvg2S9LlbQFWdCRnFM3zvqJ.jpg,5.255669645456496
630,Picture Bride,en,Drama,Kayo Hatta,"['Kayo Hatta', ' James Grant Benton', ' Yûki Kudô']",1994,6.0,/eREsgaAN2Br1Tlg9eDSBjHrb1AC.jpg,5.9804106313892405
631,Het Zakmes,en,Drama,Ben Sombogaart,['Olivier Tuinier'],1991,6.0,/jghgdAdyL3kr58Cgp9JnAWMAQkj.jpg,5.980422382660152
632,Slime City,en,Horror,Gregory Lamberson,"['Jane Doniger Reibel', ' Robert Tomaro']",1988,5.0,/hnQpzXaDA1S596f6WJiMGhHv154.jpg,5.280194311687334
633,Slaves of New York,en,Comedy,James Ivory,"['Allan Dias', ' Jonas Abry', ' George Harris II', ' Bernadette Peters']",1989,5.0,/3Db979Wwd8sKQLpEAgmydn0Ge75.jpg,5.301525233480305
634,There Goes My Baby,en,Comedy,Floyd Mutrux,"['Paula Ignatieff', ' Tom Holcomb', ' Dermot Mulroney']",1994,6.0,/2NikR9GmeGz9DKxRjuomJpzhzDM.jpg,5.980063599202489
635,A Slipping Down Life,en,Drama,Toni Kalem,"['Kirk Watson', ' Sara Rue', ' Lili Taylor']",1999,6.0,/5Ypq20l7nddvcg8Z2uq27xzPJBX.jpg,5.979990258672271
636,A Better Place,en,Drama,Vincent Pereira,"['Thomas Andrew Misner', ' Vincent Pereira', ' Eion Bailey']",1997,6.0,/aRlyhEQeG9KwnjYnMrfEdlYjDSw.jpg,5.978780306823455
637,Remote Control,en,Comedy,Jeff Lieberman,"['Lisa Aliff', ' Jeff Lieberman', ' Gerald Jann', ' Kevin Dillon']",1988,5.0,/7DqlqrhwhFEmKPBe9fcfaVejEHh.jpg,5.297684147703487
638,Hawks,en,Comedy,Robert Ellis Miller,"['David English', ' Timothy Dalton']",1988,6.0,/cxG5yDvCJ1BcPIr6Jb9mXJiilvZ.jpg,5.980445842956545
639,Double Happiness,en,Drama,Mina Shum,"['Nathan Fong', ' Gene Kiniski', ' Sandra Oh']",1994,7.0,/i67S4uIrx8nV1ZYk4zugsw3xbZX.jpg,6.687969602750131
640,The Final Cut,en,Action,Roger Christian,"['Nelson K. Skalbania', ' Patrick Thomas Gorman', ' Sam Elliott']",1995,5.0,/wCLOI343p8kCWFnBWIVKQdXMxmy.jpg,5.273792684179539
641,Book of Love,en,Comedy,Robert Shaye,"['Tom Platz', ' Chris Young']",1990,6.0,/wqnhkSlBWfZoQ03wzjIdy0nMeGh.jpg,5.980914685318405
642,Fei zhou he shang,en,Comedy,Billy Chan,['N!xau'],1991,5.0,/dW4UJvmWqJeGmM9L5cAo6HJp6bi.jpg,5.272674511023613
643,Métisse,en,Comedy,Mathieu Kassovitz,['Lydia Ewandé'],1993,6.0,/pyCu1ruuGpITUJ8Y7iinFZNJHJy.jpg,5.980075770387346
644,The Tie That Binds,en,Crime,Wesley Strick,"['Melissa M. Thomas', ' Daryl Hannah']",1995,5.0,/uCPwXcYZ8G5Xi5h8zonBco980Dk.jpg,5.2725155171396345
645,The New Age,en,Comedy,Michael Tolkin,"['Bob Flanagan', ' Rachel Rosenthal', ' Peter Weller']",1994,5.0,/fhtW0cu3HXnftqasdt8ptKOQDjU.jpg,5.272356708563213
646,Siam Sunset,en,Adventure,John Polson,"['Roger Cardwell', ' Linus Roache']",1999,6.0,/nphzIbndCj7Tw8nRzrDalbvOQrf.jpg,5.980992493823223
647,In God's Hands,en,Action,Zalman King,"['Shane Dorian', ' Buffalo Keaulana', ' Zalman King']",1998,5.0,/7eK3k2BxpIfOH8cFm4mJpRb4uBh.jpg,5.271565433988654
648,Desert Bloom,en,Drama,Eugene Corr,"['Rick Schieffer', ' Drasha Meyer', ' Jon Voight']",1986,6.0,/dpt2v32ZBe6QYd9UaHyph1HFhXe.jpg,5.97893099541283
649,Beefcake,en,Drama,Thom Fitzgerald,"['Dreux Ellis', ' Jane Kansas', ' Joe Leitel', ' Daniel MacIvor']",1998,6.0,/vhASaZKU0mogc3ZEtMvED1DQDIy.jpg,5.97891738494475
650,O Convento,en,Drama,Manoel de Oliveira,"['Agustina Bessa-Luís', ' Catherine Deneuve']",1995,5.0,/8VJt6pezZPNJAFJtDxFsjSN25ok.jpg,5.302305376387111
651,Zhong hua zhan shi,en,Action,David Chung,['Michelle Yeoh'],1987,6.0,/bYYqc2Su110lIb27tMGSlQS06e6.jpg,5.978835351423134
652,Mister Johnson,en,Drama,Bruce Beresford,"['Sola Adeyemi', ' Pierce Brosnan']",1990,6.0,/mHScaaVt6uVwbtVNhubL8U5GNMJ.jpg,5.980051413138432
653,The Lonely Passion of Judith Hearne,en,Drama,Jack Clayton,"['Leonard Maguire', ' Kate Binchy', ' Catherine Cusack', ' Maggie Smith']",1987,7.0,/eKTe1h8Z3f74vn6fOZVBMoTfcnQ.jpg,6.67442794125579
654,Jízda,en,Comedy,Jan Sverák,"['F.A. Brabec', ' Jakub Spalek', ' Anna Geislerová']",1994,7.0,/1urlLYZVGbFvOnNL7YwATm9VYTF.jpg,6.666685927343225
655,Drunks,en,Drama,Peter Cohn,['Richard Lewis'],1995,6.0,/m4hhljww2oSBtEDPBqHRifSJXJd.jpg,5.980039212167874
656,Hav Plenty,en,Comedy,Christopher Scott Cherot,"['Tammi Jones Tanaka', ' Alaina Irizarry', ' Bridget D. Davis', ' Christopher Scott Cherot']",1997,6.0,/dTOlAcEjMLZ2dCMGv2OfEpofeVa.jpg,5.979551448555435
657,The Twilight of the Golds,en,Drama,Ross Kagan Marks,"['Michelle Blakely', ' Garry Marshall']",1996,6.0,/8seOCtnqo8Evmou87HdQPcc3BRg.jpg,5.980063599202489
658,Hollow Reed,en,Drama,Angela Pope,"['Sophie Baker', ' Sam Bould', ' Michala Petri']",1996,7.0,/zjaQJflPr8y7abdpnBKTiK7p56l.jpg,6.674626824614828
659,Cheetah,en,Adventure,Jeff Blyth,"['Breon Gorman', ' Keith Coogan']",1989,5.0,/jPRgQpMWo5VI0uPfcw1Urdt2g19.jpg,5.288140636186482
660,Stiff Upper Lips,en,Comedy,Gary Sinyor,['Gary Sinyor'],1997,6.0,/qozMEPtSjU3bvKS9E4DNYzW1h8u.jpg,5.9798916277846415
661,La séparation,en,Drama,Christian Vincent,"['Laurence Lerel', ' Nina Morato', ' Isabelle Huppert']",1994,6.0,/zJn2kuYfk5aXBfpJuCNhsWRzOzH.jpg,5.979829488191887
662,Laws of Gravity,en,Crime,Nick Gomez,"['Bob Gosse', ' Nick Gomez', ' Peter Greene']",1992,6.0,/dDFVceVbXLnJNZnx6F0pr2J3zyk.jpg,5.979916376550445
663,Buddy Boy,en,Drama,Mark Hanlon,"['Jessica Gaona', ' Gidget Gein', ' Daisy Berkowitz', ' Aidan Gillen']",1999,6.0,/4C8dg1oORq8JPVEU6g90YfrfunE.jpg,5.979804524687174
664,Violets Are Blue,en,Drama,Jack Fisk,['Sissy Spacek'],1986,5.0,/jEBkaGu3HaEvFzpjfdE2xvRWUNT.jpg,5.287255139455731
665,Ucieczka z kina 'Wolność',en,Comedy,Wojciech Marczewski,"['Janusz Gajos', ' Eugenia Herman', ' Janusz Gajos']",1990,7.0,/3pYKTsr8cng3dNeB6tNRQZCR0hM.jpg,6.672626989486462
666,True Heart,en,Adventure,Catherine Cyran,['Kirsten Dunst'],1999,5.0,/eaNtnGXNXXnpPzLjQyXRBlDbsju.jpg,5.289748364472706
667,Kurukshetra,en,Action,Mahesh Manjrekar,"['Salil Ankola', ' Mukesh Rishi']",2000,6.0,/1Htj8whWO1haeqerbgWr7VVYxq7.jpg,5.979628034890433
668,"Henry II, Portrait of a Serial Killer",en,Crime,Chuck Parello,"['Don Rimgale', ' Daniel Allar', ' Penelope Milford']",1996,5.0,/d0YVvWpirA43wvHPwV5m8ZNJsFA.jpg,5.280026430134496
669,Tommy Tricker and the Stamp Traveller,en,Adventure,Michael Rubbo,['Lorraine Deliva'],1988,6.0,/avGpt94z8VFHzmSbgoMPVhl0pEo.jpg,5.979615310365068
670,Blackrock,en,Drama,Steven Vidler,"['Nick Enright', ' Aaron Carter', ' David Elfick']",1997,6.0,/47RNcs91mpsS55L4w8OG59Ex10n.jpg,5.980002519543183
671,"Blood, Guts, Bullets and Octane",en,Action,Joe Carnahan,['Michael A. Saumure'],1998,5.0,/gyIyZOKJ1y80p74GjZuqpfhFy93.jpg,5.286199701098881
672,A Pyromaniac's Love Story,en,Comedy,Joshua Brand,"['Floyd Vivino', ' Rob Wilson', ' William Baldwin']",1995,5.0,/leJcOavVPUrYodUJteBOl7pRFuU.jpg,5.292468155127956
673,Carried Away,en,Drama,Bruno Barreto,"['Curtis Tsui', ' Alissa Alban', ' Dennis Hopper']",1996,6.0,/5O8xOTiyROkAeuPLVV2dO0eo28R.jpg,5.984692360175644
674,Lilian's Story,en,Drama,Jerzy Domaradzki,"['Ruth Cracknell', ' Ruth Cracknell']",1996,6.0,/7sl2VNfEPR2JnGhF0yZ1P4uT9de.jpg,5.959508823690414
675,Dangerously Close,en,Action,Albert Pyun,"['Benmont Tench', ' Mark Durbin', ' Debra Berger', ' John Stockwell']",1986,5.0,/g6Yq6MtRzeONuDJH2TAUuXqRmM7.jpg,5.237361153831627
676,The Maker,en,Action,Tim Hunter,"['DJ Spooky', ' Eldon Burke', ' Matthew Modine']",1997,5.0,/89oqBmPvtGATEhIYOWyML2VqfVR.jpg,5.327285792643188
677,Kiss or Kill,en,Crime,Bill Bennett,"['Jennifer Cluff', ' Chris Haywood', ' Julie Wood', ' Matt Day']",1997,6.0,/4gG7OJXUCIQYG27rVntsrfPBQHB.jpg,5.983098970426967
678,Long zai jiang hu,en,Action,Ronny Yu,['Brandon Lee'],1986,6.0,/vDMgrN2Hfp5EbAynt1daKi2L8x2.jpg,5.983116457265636
679,Past Midnight,en,Drama,Jan Eliasberg,"[""Ted D'Arms"", ' Jan Eliasberg', ' Rutger Hauer']",1991,5.0,/8sMb6VIWs253IZ0X56vC6v7FjnB.jpg,5.241531840772338
680,The Irrefutable Truth About Demons,en,Fantasy,Glenn Standring,"['Robert Tripe', ' Karl Urban']",2000,5.0,/vW8PtzGIALFjNXpr9U7nghcWerW.jpg,5.241407082590121
681,The Making of '...And God Spoke',en,Comedy,Arthur Borman,"['Arthur Borman', ' Soupy Sales', ' Michael Riley']",1993,6.0,/1RaFCHfZdKMlSElmvXufVUSBja4.jpg,5.977129721019253
682,Bone Daddy,en,Crime,Mario Azzopardi,['Rutger Hauer'],1998,5.0,/67auxIW4E15hOo0SuHaeXgjSJx8.jpg,5.240166552874858
683,Highway 61,en,Comedy,Bruce McDonald,"['Bruce McDonald', ' Art Bergmann', ' Don McKellar']",1991,7.0,/1TeLBtdbCoc7a8RsYCQhFDDXUNc.jpg,6.726291938280819
684,Swimming,en,Drama,Robert J. Siegel,"['Todd A. Kovner', ' Lauren Ambrose']",2000,6.0,/8bvoJG01XZR7IdqLSKVCADAPXJZ.jpg,5.977113682955451
685,Ek Doctor Ki Maut,en,Biography,Tapan Sinha,"['Tapan Sinha', ' Shabana Azmi']",1990,8.0,/kd7of388VvUJb69dJGX7K4H9tiL.jpg,7.473950133415422
686,Comedy of Innocence,en,Drama,Raúl Ruiz,['Isabelle Huppert'],2000,6.0,/8GXVKstCK9V8CcykpAOEibbh0aP.jpg,5.977113682955451
687,The Rainbow Thief,en,Drama,Alejandro Jodorowsky,"['Jane Chaplin', "" Peter O'Toole""]",1990,5.0,/7axovaa6wvdZU36LzQulkXeyjNp.jpg,5.239428336011513
688,Household Saints,en,Drama,Nancy Savoca,"['Nancy Savoca', ' Marie DeCicco', ' Tracey Ullman']",1993,6.0,/r6S5s3UoIqYDrRXiASnuAtejR0i.jpg,5.977016980207376
689,Sweet Hearts Dance,en,Comedy,Robert Greenwald,"['Robert Greenwald', ' Don Johnson']",1988,5.0,/gFX9ggRoqPIDZqQSqtXWgJmoMQT.jpg,5.329826472755451
690,Sue,en,Drama,Amos Kollek,"['Frances Ensemplare', ' Joe McLaughlin', ' Anna Thomson']",1997,7.0,/sZRLasEzoZimSmWBaRwaGLYN0KU.jpg,6.727691263749731
691,The Wrong Guys,en,Comedy,Danny Bilson,"['Shirley Brown', ' Louie Anderson']",1988,5.0,/8qzJDXF1R7rlUXiAMdLQxmFINlP.jpg,5.330059401055419
692,Heartbreak Hotel,en,Comedy,Chris Columbus,"['John L. Martin', ' Miles Mutchler', ' T. Graham Brown', ' David Keith']",1988,5.0,/e0Yq8QrkUWZLCgEglNtkgKLGIcx.jpg,5.238694643459895
693,Staying Together,en,Comedy,Lee Grant,"['Rick Marshall', ' Frances Arndt', ' Sean Astin']",1989,6.0,/2TrkV08Ktgl7Ifu7WdtNNEKc7TU.jpg,5.976935768123303
694,Angel's Dance,en,Action,David L. Corley,"['Timo Flloko', ' Jim Belushi']",1999,6.0,/5U6i6N447mTTovXvkkaAX0Gcn1m.jpg,5.983055094441575
695,Keep the Aspidistra Flying,en,Comedy,Robert Bierman,"['Dorothea Alexander', ' Richard E. Grant']",1997,6.0,/exLDuRDE2Lsh1kgfnhk4lFiBPFD.jpg,5.983433559337296
696,Time Share,en,Comedy,Sharon von Wietersheim,"['Alexandra Hoesdorff', ' Nastassja Kinski']",2000,5.0,/klxbhnA8ZhruDAIovnRCl9iEiLY.jpg,5.2395510568398125
697,The Whoopee Boys,en,Comedy,John Byrum,"['Ferdi Bolland', ' Rob Bolland', ' Harold Bergman', "" Michael O'Keefe""]",1986,5.0,/pKNXWuvZc88pM13LnKBMaDJT2E3.jpg,5.333355286657969
698,Secret Défense,en,Crime,Jacques Rivette,['Sandrine Bonnaire'],1998,7.0,/knhK8CXcVGUlKMmNcImz7nASo0l.jpg,6.621707465834144
699,Il miele del diavolo,en,Mystery,Lucio Fulci,"['Stefano Madia', ' Gianni Giuliano', ' Brett Halsey']",1986,5.0,/o8OuuUO1zECT8CV2ygEshrg5N2p.jpg,5.236042480754785
700,The Cemetery Club,en,Comedy,Bill Duke,"['Therese Courtney', ' Glen Z. Gress', ' Ellen Burstyn']",1993,5.0,/nsKyDLOZCAOjdIXi8RMScpwt5Sb.jpg,5.331934738561416
701,The Immortals,en,Action,Brian Grant,"['Jason Villard', ' Audra Lee Janairo', ' Brent Bolthouse', ' Eric Roberts']",1995,5.0,/vBiJCVYJZPhBZz3WPGdN6ENP6JO.jpg,5.235685381691615
702,Golden Gate,en,Crime,John Madden,"['Doreen Foo Croft', ' Theresa Huynh', ' Matt Dillon']",1993,5.0,/Hx16BHqfXStvqNKw8A56fACFMV.jpg,5.332170655219953
703,Spring Forward,en,Drama,Tom Gilroy,"['Gill Holland', ' Campbell Scott']",1999,7.0,/eYLE8z0z41BorKh3wGczIqoXTfI.jpg,6.731939663761687
704,Amazing Grace and Chuck,en,Drama,Mike Newell,"['Red Auerbach', ' Steven Bothun', ' Harvey Martin', ' Jamie Lee Curtis']",1987,5.0,/iaAPUe0fKLe7kZbh7JSCzSsTrmS.jpg,5.236759935103583
705,Servants of Twilight,en,Horror,Jeffrey Obrow,['Bruce Greenwood'],1991,5.0,/nd0UMyLza7VnJh2HIvfRLjCZFDM.jpg,5.33288042157726
706,Men of Respect,en,Crime,William Reilly,"['Beatrice Alda', ' John Turturro']",1990,5.0,/fg7ZaM2cMh8iJQZWNDCiu3A8l5J.jpg,5.333831508496052
707,Blood and Concrete,en,Comedy,Jeffrey Reiner,"['Tracy Coley', ' Billy Zane']",1991,5.0,/ntVF3MTskwtcTgdgVnPwmEaEd3N.jpg,5.349823437046762
708,Dream Machine,en,Action,Lyman Dayton,"['Lyman Dayton', ' Sam Shamshak', ' Corey Haim']",1991,5.0,/XVSVdoaPcHObpdVrm72zl3sbfB.jpg,5.334070130017493
709,Seven Girlfriends,en,Comedy,Paul Lazarus,"['Robert Peralta', ' Karen Brewer', ' Laura Leighton']",1999,5.0,/ovR4o69TZzpckVrddEAqOecW9o2.jpg,5.2345028158025455
710,27 Missing Kisses,en,Comedy,Nana Dzhordzhadze,"['Nana Dzhordzhadze', ' Nutsa Kukhianidze']",2000,6.0,/7sxFYPOyHrM952B7C6zus4aRdwD.jpg,5.983641158844347
711,Passion in the Desert,en,Adventure,Lavinia Currier,"['Paul M. Meston', ' Olly Hoeben', ' Ben Daniels']",1997,6.0,/xD5LNTEYxcyZaSdSWBcJLATCOJF.jpg,5.97667198848783
712,Scarred City,en,Action,Ken Sanzel,['Stephen Baldwin'],1998,5.0,/3YqBpoaVY8PYtu7esjfep1IE995.jpg,5.334309092914502
713,Hangin' With The Homeboys,en,Comedy,Joseph B. Vasquez,"['Prince Michael Jackson', ' Doug E. Doug']",1991,6.0,/7qPP8t7jj8MAdqveGojAgTuoeHO.jpg,5.983690210841816
714,Familia,en,Comedy,Fernando León de Aranoa,"['Fernando León de Aranoa', ' Juan Luis Galiardo', ' Raquel Rodrigo']",1996,7.0,/oytDJCweHQZgZRIj2OAADYrWE7h.jpg,6.734478620086976
715,Crossing The Bridge,en,Comedy,Mike Binder,"['Lesley Duncan', ' Bruce Baum', ' Benny S. Cannon', ' Josh Charles']",1992,6.0,/l1KRNLtSzQspUZUqE5KDEAPPhU4.jpg,5.97673849743013
716,Trois vies et une seule mort,en,Comedy,Raúl Ruiz,"['Raúl Ruiz', ' Marcello Mastroianni']",1996,6.0,/fQSUYzVwz4GwPSjo3l7kwyhWRgq.jpg,5.98335752773813
717,Goya en Burdeos,en,Biography,Carlos Saura,"['Francisco Rabal', ' Julia Juaniz', ' Francisco Rabal']",1999,6.0,/7qtsv8N5gwD59ubY1nRjNNWjaDn.jpg,5.987988263487109
718,Bloodmoon,en,Action,Siu-Hung Leung,"['Aaron Fiore', ' Shawn P. Flanagan', ' Ron Succarotte', ' Gary Daniels']",1997,5.0,/nhGV03cTjY10lEGoWpRtJQmJaKo.jpg,5.345683514714848
719,Anak,en,Drama,Rory B. Quintos,"['Zott Vincent Cailipan', ' Rory B. Quintos', ' Vilma Santos']",2000,7.0,/6sVLuUE3O5ZokVDX5sCjzAwxfuK.jpg,6.3574959130210775
720,Playing Beatie Bow,en,Family,Donald Crombie,"['John Morris', ' Imogen Annesley']",1986,5.0,/p4PbR8GbjbzFV0UHl8aIMhfhK6r.jpg,5.573452898030029
721,The Night Before,en,Comedy,Thom Eberhardt,"['Jon Rothschild', ' Lynn Mabry', ' Dewayne McKnight', ' Keanu Reeves']",1988,6.0,/mUPhy2GsW8YEIhUd3V6jtI4HS4D.jpg,5.991582180008892
722,Deadly Advice,en,Comedy,Mandie Fletcher,"['Dillie Keane', ' Mandie Fletcher', ' Jane Horrocks']",1994,6.0,/oxJt94BA26ICudVWfOEjuTILhmA.jpg,5.960961856333102
723,Hand Gun,en,Action,Whitney Ransick,"['Star Jasper', ' Larry Meistrich', ' Treat Williams']",1994,5.0,/mQtDMDVAQxs3s3Twv06vm0E83Cz.jpg,5.561735711411627
724,La nuit Bengali,en,Drama,Nicolas Klotz,['Hugh Grant'],1988,5.0,/gruuGQuhmSW78FP85CEjJuJ1p4g.jpg,5.561735711411627
725,Sordid Lives,en,Comedy,Del Shores,"['Beverly Nero', ' Newell Alexander', ' Kirk Geiger', ' Delta Burke']",2000,6.0,/nClQ1ZH0Tdj7XutwrdHhasdg7do.jpg,5.991509914644764
726,Carla's Song,en,Drama,Ken Loach,"['Oyanka Cabezas', ' Robert Carlyle']",1996,6.0,/rgRwEM58034IJrAicHDs1hGKlDA.jpg,5.991514329665749
727,New Year's Day,en,Comedy,Henry Jaglom,"['Adam Guettel', ' Henry Jaglom', ' Irene Moore']",1989,5.0,/c0oB2pXO2ntlMLRuT7QHSlvGjDx.jpg,5.564449410500572
728,The Rich Man's Wife,en,Thriller,Amy Holden Jones,"['Mark Ebner', ' Halle Berry']",1996,5.0,/lXHMHKkCEG9Tksn4KvYGKrTEbIr.jpg,5.120516790070777
729,Polish Wedding,en,Comedy,Theresa Connelly,['Claire Danes'],1998,5.0,/g7uRulFnicgUoKDVBmcRUgwr9Q0.jpg,5.121456370034947
730,Malone,en,Action,Harley Cokeliss,['Burt Reynolds'],1987,5.0,/30LF6JBFDFkuJcRLKUcr8bIug0r.jpg,5.121424814729664
731,Pont de Varsòvia,en,Drama,Pere Portabella,"['Janine Calvo', ' Jordi Dauder', ' Carme Elias']",1990,6.0,/lE9up2hqv9GWDnZwOUaKtSbxJrM.jpg,5.960489239581687
732,The Big Squeeze,en,Comedy,Marcus DeLeon,['Lara Flynn Boyle'],1996,5.0,/iodaTExr7qKBqmQD7ydIP1kK3Ey.jpg,5.566501953811484
733,In The Winter Dark,en,Drama,James Bogle,"['James Bogle', ' Brenda Blethyn']",1998,5.0,/8rKl6YeNWQTwHD9BDbYtTlMfdgg.jpg,5.566501953811484
734,Dos Crímenes,en,Comedy,Roberto Sneider,"['Jorge Ibargüengoitia', ' Damián Alcázar']",1994,7.0,/1L15fJfWfOUK9Ht15OLLmgW90h8.jpg,6.352024467024907
