,Titre,Language,genre,Directors,Liste acteurs,startYear,averageRating,Poster,weighted_rating
0,Perdiamoci di vista!,it,Comedy,Carlo Verdone,['Carlo Verdone'],1994,6.0,/se5VPhuNZxPUkf1ZvhvK06FK2va.jpg,5.97891738494475
1,Tifosi,it,Comedy,Neri Parenti,"['Maurizio Mosca', ' Giuseppe Quintale', ' Giampiero Galeazzi', ' Massimo Boldi']",1999,5.0,/4KVCrKc22nOVTFs7fH9dYH7sTuK.jpg,5.27125021003742
2,Facciamo paradiso,it,Comedy,Mario Monicelli,"['Moni Ovadia', ' Corrado Meotti', ' Margherita Buy']",1995,5.0,/wFqV6t0ccTWPMmn5PouHRuGnwM1.jpg,5.737167368918728
3,Piedipiatti,it,Comedy,Carlo Vanzina,"['Terry Schiavo', ' Enrico Montesano']",1991,5.0,/cyufFOg2oxBcC769jAcsEA0jVUP.jpg,5.49456519777193
4,Metronotte,it,Crime,Francesco Calogero,"['Anna Safroncik', ' Riccardo Cannone', ' Diego Abatantuono']",2000,6.0,/jVbh7TtsY4Ud0wbjNoNZ4lTaFWJ.jpg,5.94876626671032
5,La lingua del santo,it,Comedy,Carlo Mazzacurati,['Antonio Albanese'],2000,6.0,/cC9XDS8nRHhkGKZ9ygcPSaLPf7I.jpg,5.968858885395489
6,Django 2: il grande ritorno,it,Western,Nello Rossati,['Franco Nero'],1987,5.0,/szuTsYlfLY2tqISRi6Q61ujYDWG.jpg,5.270621952457715
7,Курочка Ряба,it,Comedy,Andrey Konchalovskiy,['Inna Churikova'],1994,6.0,/pAm8qGWw1DBs7IkVkOJjXhVHDjz.jpg,5.965354683539781
8,Lamerica,it,Comedy,Gianni Amelio,"['Carmelo Di Mazzarelli', ' Gianni Amelio', ' Andrea Porporati', ' Enrico Lo Verso']",1994,7.0,/407nYlg60AOj95lqDZ4tvUTTm1k.jpg,6.810179654987339
9,Botte di Natale,it,Comedy,Terence Hill,['Terence Hill'],1994,6.0,/w6nwX5mEfHoitROSSoAgrNrrFTg.jpg,5.993186662190913
10,Il testimone dello sposo,it,Comedy,Pupi Avati,"['Luca Cassol', ' Saverio Laganà', ' Ada Maria Serra Zanetti', ' Diego Abatantuono']",1997,6.0,/gEULENMuYUyUFVMMXAOLIKpQVdr.jpg,5.965354683539781
11,Fantozzi - Il ritorno,it,Comedy,Neri Parenti,"['Maria Cristina Maccà', ' Paolo Villaggio']",1996,5.0,/cf2oXrgY0pvmytVFzxclSc3g9t.jpg,5.268600064307169
12,Il bambino e il poliziotto,it,Comedy,Carlo Verdone,"['Isabella De Bernardi', ' Carlo Verdone']",1989,5.0,/graCptGvXMXQ2FeCKjntuOV6qNs.jpg,5.442579651415221
13,L'amico del cuore,it,Comedy,Vincenzo Salemme,['Vincenzo Salemme'],1998,6.0,/btY5lTmtuDVuEmRRRNUB44UM8Jx.jpg,5.965280970100504
14,Caro diario,it,Biography,Nanni Moretti,"['Juan Luis Guerra', ' Enrico Ruggeri', ' Nanni Moretti']",1993,7.0,/gdBqvbeQB9yRLEJu0L6fogR455Z.jpg,6.939862720096475
15,La vita è bella,it,Comedy,Roberto Benigni,"['Massimo Bianchi', ' Sergio Bini Bustric', ' Roberto Benigni']",1997,8.0,/f7DImXDebOs148U4uPjI61iDvaK.jpg,7.998538961252401
16,Tutti gli uomini del deficiente,it,Comedy,Paolo Costella,"['Valeria Anna Ferrario', ' Dino Meneghin', ' Maurizio Crozza', ' Carlo Taranto']",1999,5.0,/tccMEnkKzL09lxjtR87AS4Wy0lf.jpg,5.281544645719562
17,Wicked Ways,it,Drama,Ron Senkowski,"['Jeffrey D. Smith', ' Lauren Summers', ' Rebecca De Mornay']",1999,5.0,/jdLX8TxmbHVV7v0LPvrFZYv3zuk.jpg,5.4511236601298005
18,Io e mia sorella,it,Comedy,Carlo Verdone,"['Galeazzo Benti', ' Carlo Verdone']",1987,6.0,/j1AvDadbw5ASimUmOhZVLzMszlq.jpg,5.972574883944936
19,La sindrome di Stendhal,it,Horror,Dario Argento,"['Maximilian Nisi', ' Massimo Venturiello', ' Asia Argento']",1996,6.0,/hYGuGcIOBG4RRucfRB1m3PJLq3M.jpg,5.996470269510542
20,Jack Frusciante è uscito dal gruppo,it,Drama,Enza Negroni,"['Giorgio Comaschi', ' Roberto Freak Antoni', ' Roberto Mantovani', ' Stefano Accorsi']",1996,5.0,/zlmMxXxXO6xjU1zLvUTTmhxBrP8.jpg,5.394067547971732
21,Fantozzi va in pensione,it,Comedy,Neri Parenti,['Paolo Villaggio'],1988,6.0,/7dnHgK1MIjMfZkkKvm0zJ5OCz9f.jpg,5.986525231996066
22,Mollo tutto,it,Comedy,José María Sánchez,['Renato Pozzetto'],1995,5.0,/1wLvceqPnh9a5Mm3ORc6NZeBkzZ.jpg,5.652743173036974
23,The Education of Little Tree,it,Drama,Richard Friedenberg,"['Joseph Ashton', ' James Cromwell']",1997,7.0,/ua5FkLbGQqmnXCe4cbTHVqIPiv7.jpg,6.7645287850992375
24,La scorta,it,Action,Ricky Tognazzi,"['Ugo Conti', ' Carlo Cecchi', ' Santi Bellina']",1993,6.0,/6yZoADfO79h6LhBoHgDEDySg4vH.jpg,5.976984564100475
25,Un ragazzo di Calabria,it,Drama,Luigi Comencini,"['Jacques Peyrac', ' Gian Maria Volontè']",1987,6.0,/xg9c1dY22TNb8LZMmWJlZlZXZGW.jpg,5.961694967012294
26,Il ladro di bambini,it,Crime,Gianni Amelio,"['Renato Pareti', ' Enrico Riccardi', ' Celeste Brancato', ' Enrico Lo Verso']",1992,7.0,/bsvJN94rF9QhorqaGrSLfWp8DJg.jpg,6.836764974530945
27,Turné,it,Comedy,Gabriele Salvatores,"['Gianni Minervini', ' Fabrizio Bentivoglio', ' Diego Abatantuono']",1990,7.0,/3HJVHjedfOEdVfzI9gFEWFSSc15.jpg,6.646558800195404
28,Mortacci,it,Comedy,Sergio Citti,"['Luciano Manzalini', ' Carol Alt']",1989,6.0,/A3UsSzwYzEC7wtAt3QZZdVVhe7W.jpg,5.9547352453460105
29,Superfantagenio,it,Adventure,Bruno Corbucci,"['Julian Voloshin', ' Diamy Spencer', ' Bud Spencer']",1986,5.0,/rmebSowYMLJQupFZN0cTJoY1wkM.jpg,5.119775528419906
30,Marrakech Express,it,Adventure,Gabriele Salvatores,"['Francesco De Gregori', ' Umberto Contarello', ' Enzo Monteleone', ' Diego Abatantuono']",1989,7.0,/3NFo1WU0aFx6AyYyvuf6yy8nfw6.jpg,6.812518166805517
31,Cronaca di una morte annunciata,it,Drama,Francesco Rosi,"['Luciano Pecoraro', ' Rupert Everett']",1987,6.0,/5hkEIzuXvpqjXvsPEJzCZmL0XTC.jpg,5.981318896333414
32,La chiesa,it,Horror,Michele Soavi,['Hugh Quarshie'],1989,6.0,/l01bVWs9eFWWVEwwbKIMZYHb8Fq.jpg,5.996253915506712
33,Un Piede in paradiso,it,Comedy,Enzo Barboni,"['Barry Hober', ' Giuseppe Pedersoli', ' Elmer Bailey', ' Bud Spencer']",1991,5.0,/1bnRQghDqLnK3ArGP65Bk1Bntg9.jpg,5.2678304366157445
34,La freccia azzurra,it,Adventure,Enzo D'Alò,"['Marco Bolognesi', ' Lella Costa', ' Dario Fo']",1996,6.0,/wBHngr7ezJw8dG6bBq90s2FjVk7.jpg,5.9695276488277065
35,Il ciclone,it,Comedy,Leonardo Pieraccioni,"['Ana Valeria Dini', ' Natalia Estrada', ' Lorena Forteza', ' Leonardo Pieraccioni']",1996,6.0,/gKGxZkx00NvLtRm2f0lDeLt3gZq.jpg,5.9930220465885125
36,Muzungu,it,Comedy,Massimo Martelli,"['Paolo Maria Veronica', ' Giobbe Covatta']",1999,6.0,/zuVE9EMCmbRsI71LWrJW0Z6cSn9.jpg,5.95077543272168
37,Hamam,it,Drama,Ferzan Özpetek,"['Sahnaz Çakiralp', ' Zerrin Arbas', ' Serif Sezer', ' Alessandro Gassmann']",1997,6.0,/7djUV6eFo4Vgl4ODakrUnyqxXh1.jpg,5.995588552567515
38,Stanno tutti bene,it,Drama,Giuseppe Tornatore,"['Luigi Nicolosi', ' Salvatore Cascio', ' Marcello Mastroianni']",1990,7.0,/s4DlOoKEvVKe9FvzrChF9jaOG3h.jpg,6.885847430753209
39,Il piccolo diavolo,it,Comedy,Roberto Benigni,"['Germana Di Giannicola', ' Annabella Schiavone', ' Roberto Benigni']",1988,6.0,/nQJKOJlb2IEqQki8GSRYVMbSyXM.jpg,5.992708693452743
40,Ladri di saponette,it,Comedy,Maurizio Nichetti,"['Lella Costa', ' Maurizio Nichetti', ' Salvatore Landolina', ' Caterina Sylos Labini']",1989,7.0,/1EEnwlWqjgdie5cQr7vlRmBhxy9.jpg,6.653457457315858
41,Così ridevano,it,Drama,Gianni Amelio,"['Claudio Contartese', ' Nanni Tormen', ' Francesco Giuffrida']",1998,6.0,/lygKk6EM9SYTLrI9MLeiHGxQkb6.jpg,5.975087108316393
42,Ethan Frome,it,Drama,John Madden,"['Alexis del Banco', ' Jay Goede', ' Liam Neeson']",1993,6.0,/4ackGPjsP9i18t89LtW7MSjynpQ.jpg,5.987921581012019
43,Strike Commando,it,Action,Bruno Mattei,"['Bruno Mattei', ' Reb Brown']",1987,5.0,/yJ0fEQrDczgJ8519JCL3HfZmzL0.jpg,5.305267218742308
44,I picari,it,Action,Mario Monicelli,"['Francesco Anniballi', ' Juan Carlos Naya', ' Donatella Ceccarello', ' Giancarlo Giannini']",1987,6.0,/wg8HgTM9yt4T14kGDFsO1nFTP4X.jpg,5.966074960389266
45,Pensavo fosse amore invece era un calesse,it,Comedy,Massimo Troisi,"['Angelo Orlando', ' Pia Velsi', ' Anna Teresa Rossini', ' Massimo Troisi']",1991,6.0,/oOTnwcgslcfwCTYSXOvyH97YQBA.jpg,5.981685809143925
46,La ville est tranquille,it,Drama,Robert Guédiguian,"['Ariane Ascaride', ' Robert Guédiguian', ' Ariane Ascaride']",2000,7.0,/nRKUX5WJMN42e9pzGQVVtJp3Jl3.jpg,6.6961575082113365
47,La Bionda,it,Thriller,Sergio Rubini,"['Raffaele Fallica', ' Sergio Rubini']",1993,5.0,/sqQ6KbT51t0AlaCSTmSFgnVf4FN.jpg,5.716816122537535
48,Bix,it,Biography,Pupi Avati,['Ray Edelstein'],1991,6.0,/e50bWPoMpFQfjwd3J9XSfJR5K7G.jpg,5.950250170570844
49,L'uomo delle stelle,it,Drama,Giuseppe Tornatore,"['Spiro Scimone', ' Carmelo Di Mazzarelli', ' Giovanni Alamia', ' Sergio Castellitto']",1995,7.0,/zRLV8Gz4x3k4Dc4Zxbmz7jsqNoN.jpg,6.907975831357027
50,La leggenda del pianista sull'oceano,it,Drama,Giuseppe Tornatore,"['Alessandro Baricco', ' Easton Gage', ' Lajos Koltai', ' Tim Roth']",1998,8.0,/wss1PkvHD2cYH6lu5mSa2MgGoi.jpg,7.984501007292866
51,Dellamorte Dellamore,it,Comedy,Michele Soavi,"['Anna Falchi', ' Claudia Lawrence', ' Paolo Lombardi', ' Rupert Everett']",1994,7.0,/v9yBEb4NU5P3LWm4kcJfq4qjUKg.jpg,6.976417431678672
52,A Soldier's Daughter Never Cries,it,Drama,James Ivory,"['Catherine Alcover', ' Graeme Allwright', ' Leelee Sobieski']",1998,6.0,/gdHuZl5pbHN8xOyapiozZ1CWuzg.jpg,5.988914440181548
53,Il caso Moro,it,Crime,Giuseppe Ferrara,"['Enrica Maria Modugno', ' Gian Maria Volontè']",1986,7.0,/4flRZIrXhBSVIBWaBLehiNmmnDH.jpg,6.445170949890077
54,Monella,it,Comedy,Tinto Brass,"['Anna Ammirati', ' Anna Ammirati']",1998,5.0,/tuppqjexVPiARCPOHdrfZxyDy3A.jpg,5.101380501495547
55,Gallo cedrone,it,Comedy,Carlo Verdone,['Carlo Verdone'],1998,5.0,/yDIOozqVRHJ1Cg1qdE7n6Bk7ACf.jpg,5.276546811771878
56,Sottozero,it,Comedy,Gian Luigi Polidoro,['Jerry Calà'],1987,6.0,/y62zyRV47xZXWHJmUHujrfrV09c.jpg,5.947019662166354
57,Infelici e contenti,it,Comedy,Neri Parenti,"['Renata Attivissimo', ' Renato Pozzetto']",1992,5.0,/x8vkFOx5ur3CjFOeGNg3vldNCme.jpg,5.474963528348042
58,Tre colonne in cronaca,it,Crime,Carlo Vanzina,['Gian Maria Volontè'],1990,6.0,/3dXlb67zFu3rnpU0e36e0w58E02.jpg,5.94569735756152
59,Scarlet Diva,it,Drama,Asia Argento,['Asia Argento'],2000,5.0,/ySLCXC0Ai11ZHYumsaoR5heLhkk.jpg,5.149269917564508
60,Noi uomini duri,it,Comedy,Maurizio Ponzi,['Enrico Montesano'],1987,5.0,/ibZI9EDgKl7HFBBNbH6SuSr4RrI.jpg,5.473519870207167
61,Da grande,it,Comedy,Franco Amurri,"['Ilary Blasi', ' Franco Amurri', ' Renato Pozzetto']",1987,6.0,/lmlidcSZbp8yq15OP0wOI0n26fe.jpg,5.979474284210361
62,Le comiche 2,it,Comedy,Neri Parenti,['Paolo Villaggio'],1991,5.0,/fIhoGGxL8flbYQPTt7F1xeSxEKh.jpg,5.296550832420351
63,L'odore della notte,it,Crime,Claudio Caligari,"['Claudio Caligari', ' Heather Parisi', ' Elda Alvigini', ' Valerio Mastandrea']",1998,6.0,/2RRudXIGqAYyRWyYrt0kOjRpdhe.jpg,5.980220673875438
64,Trauma,it,Horror,Dario Argento,['Christopher Rydell'],1993,5.0,/7LUSWtI7h3GCkvyKDEKJk3h0hcp.jpg,5.057885077024334
65,La riffa,it,Comedy,Francesco Laudadio,"['Gianluca Favilla', ' Roberto Della Casa', ' Francesco Laudadio', ' Monica Bellucci']",1991,5.0,/3Stn6tlGKIF6Ve1RMpnyvUuQdRO.jpg,5.29636278496796
66,La famiglia,it,Drama,Ettore Scola,"['Carlo Dapporto', ' Franco Committeri', ' Luciano Ricceri', ' Vittorio Gassman']",1987,7.0,/8H1ZfDKS7wSaBhE6ziklSHIrphk.jpg,6.8147353432676425
67,Compagni di scuola,it,Comedy,Carlo Verdone,"[""Arnaldo Dell'Acqua"", ' Giusi Cataldo', ' Serena Bennato', ' Carlo Verdone']",1988,7.0,/yERmbt2hqRxoiHv5qde68zGKJ2U.jpg,6.82227698094577
68,Vendetta dal futuro,it,Action,Sergio Martino,['John Crowther'],1986,5.0,/ejwl0vQQJ1WFh7ek4CSubscGXMV.jpg,5.1465091259857285
69,Johnny Stecchino,it,Comedy,Roberto Benigni,"['Roberto Benigni', ' Nicoletta Braschi', ' Sal Borgese', ' Roberto Benigni']",1991,7.0,/zP3u68DsEoUb76pJ2t0U5OwtZzs.jpg,6.954181859087697
70,Vesna va veloce,it,Drama,Carlo Mazzacurati,"['Tereza Groszmannová', ' Tereza Groszmannová']",1996,6.0,/wCO0vKjjYLzOk9me7kCgSSZxlnd.jpg,5.9596090493743485
71,Nuovo Cinema Paradiso,it,Drama,Giuseppe Tornatore,"['Mariella Lo Giudice', ' Blasco Giurato', ' Antonella Attili', ' Philippe Noiret']",1988,8.0,/xKAweeF2ZPMNn6ce4GclSbr59Pv.jpg,7.996128302645885
72,Mille bolle blu,it,Comedy,Leone Pompucci,"['Giacomo Fadda', ' Leone Pompucci', ' Paolo Rossi']",1993,6.0,/o3Ch0aryLCV3khmQXPEWUhMR03k.jpg,5.951722059015493
73,Panni sporchi,it,Comedy,Mario Monicelli,"['Benedetta Mazzini', ' Paolo Bonacelli']",1999,5.0,/81cjhJMd7JNMIE7Ic7ZCcWU2fii.jpg,5.689327598664415
74,"Pasolini, un delitto italiano",it,Crime,Marco Tullio Giordana,"['Toni Bertorelli', ' Massimo De Francovich', ' Giorgio Crisafi', ' Carlo De Filippi']",1995,6.0,/wCUTMNXeB2g1lrzks7tQGm69BhU.jpg,5.970545227341582
75,Splendor,it,Drama,Ettore Scola,"['Marcello Martana', ' Giada Desideri', ' Marcello Mastroianni']",1989,7.0,/lKFiHcm1TzG00opqMWYT8rIwNnL.jpg,6.641564005312566
76,Cari fottutissimi amici,it,Comedy,Mario Monicelli,['Paolo Villaggio'],1994,6.0,/piJjt0ihfEEnxCL98QryprHAODV.jpg,5.970730145196837
77,Scuola di ladri,it,Comedy,Neri Parenti,['Paolo Villaggio'],1986,5.0,/y9Ncj76qZmrpRhrM75R46Pf6RFn.jpg,5.255809585054447
78,La scuola,it,Comedy,Daniele Luchetti,"['Domenico Starnone', ' Paolo Merloni', ' Silvio Orlando']",1995,7.0,/iziDRTcXVPLqFv13ayshEh5SCBe.jpg,6.6386459375132105
79,La discesa di Aclà a Floristella,it,Drama,Aurelio Grimaldi,"['Giovanni Alamia', ' Rita Barbanera']",1992,7.0,/q2bjdy5qCtzeGaWgTPsSSaAd4qQ.jpg,6.408182346549415
80,Ricky e Barabba,it,Comedy,Christian De Sica,"['Giovanni Pontillo', ' Stefania Calandra', ' Renato Pozzetto']",1992,5.0,/3JOPLHcxWWbrQLF9d1DiI5Yz0H8.jpg,5.352461622846511
81,Maledetto il giorno che t'ho incontrato,it,Comedy,Carlo Verdone,"['Giancarlo Dettori', ' Carlo Verdone']",1992,6.0,/cnhjFs8Dp6ohhME1PCgZmwArtTA.jpg,5.985043131024048
82,Jonathan degli orsi,it,Action,Enzo G. Castellari,"['Viktor Gajnov', ' Lorenzo De Luca', ' Franco Nero']",1994,6.0,/s2jNPs1DIalcNrRsA3B7h7UroDg.jpg,5.964057391954267
83,Giulia e Giulia,it,Drama,Peter Del Monte,"['Nino Cerruti', ' Kathleen Turner']",1987,5.0,/a75umkyKPqTOIFo7fhbvtYvGQUZ.jpg,5.345428020616758
84,Il nido del ragno,it,Horror,Gianfranco Giagni,"['Vanna Busoni', ' Claudio Capone', ' Margareta von Krauss']",1988,6.0,/aYVzvSiiBFhnFZ5OByChSMp6tgm.jpg,5.971889846593001
85,Malèna,it,Drama,Giuseppe Tornatore,"['Monica Bellucci', ' Pietro Notarianni', ' Vanni Bramati', ' Monica Bellucci']",2000,7.0,/6T3CqD4hS6xf5dnuAXcrYMsVtzR.jpg,6.994992140954254
86,La cena,it,Comedy,Ettore Scola,"['Franco Committeri', ' Andrea Cambi', ' Paolo Merloni', ' Fanny Ardant']",1998,6.0,/h2fkpkjPkxqrWerXgSdVp2DwIWv.jpg,5.9819890242243225
87,La crise,it,Comedy,Coline Serreau,"['Coline Serreau', ' Maria Pacôme', ' Vincent Lindon']",1992,6.0,/qPpb8kE8YYPGg9ii9KZF7VZSqqn.jpg,5.982603471159101
88,Pane e Tulipani,it,Comedy,Silvio Soldini,"['Antonio Catania', ' Vitalba Andrea', ' Doriana Leondeff', ' Licia Maglietta']",2000,7.0,/wQ9dfkjAWfFWhUCsI4FebVSMdt4.jpg,6.9483779910733166
89,Porte aperte,it,Crime,Gianni Amelio,"['Gianni Amelio', ' Vincenzo Cerami', ' Antonio Appierto', ' Gian Maria Volontè']",1990,7.0,/7KVQhnMaUSWoJc39LiEG9Z0HabY.jpg,6.632411395372308
90,El viento se llevó lo qué,it,Comedy,Alejandro Agresti,"['Alejandro Agresti', ' Vera Fogwill']",1998,6.0,/2NVP5AYFfUco38A5RHETsarz0ki.jpg,5.970518619597538
91,Ferdinando e Carolina,it,Comedy,Lina Wertmüller,"['Patrizia Mottola', ' Sergio Assisi', ' Adriano Pantaleo']",1999,6.0,/tgXdRBMn5qarLP18Ovke6yqqAQH.jpg,5.963247873755037
92,Intervista,it,Comedy,Federico Fellini,"['Ibrahim Moussa', ' Francesca Reggiani', ' Sergio Rubini']",1987,7.0,/k8Hh4Nnhnl5tZ5EWpvovcVm7Kne.jpg,6.847818317684135
93,Ultimo minuto,it,Drama,Pupi Avati,"['Enrico Ameri', ' Gianfranco Agus', ' Enrico Mentana', ' Ugo Tognazzi']",1987,6.0,/gqEjxjwv36lQJ0wdXVgUX85cYIf.jpg,5.952286713296014
94,I cento passi,it,Biography,Marco Tullio Giordana,"['Roberto Forza', ' Giovanni Lo Cascio', ' Claudio Fava', ' Luigi Lo Cascio']",2000,7.0,/qGWFJrLTQOjThK1NUWyiEu81kjm.jpg,6.918768356244391
95,Tra(sgre)dire,it,Comedy,Tinto Brass,"['Yuliya Mayarchuk', ' Vittorio Attene', ' Yuliya Mayarchuk']",2000,5.0,/kZITrLEiTfzzJhtwtXhQUl3ImCQ.jpg,5.071571839493794
96,Nel continente nero,it,Comedy,Marco Risi,"['Andrea Purgatori', ' Diego Abatantuono']",1992,5.0,/mm8N8qFCzL6fsfWsODdQBDvwz7s.jpg,5.703861614298907
97,Magnificat,it,Drama,Pupi Avati,"['Diana Anselmo', ' Luigi Diberti']",1993,6.0,/rcquu7Qnie91ivPa1KYJBUdLuRH.jpg,5.95277006062876
98,7 chili in 7 giorni,it,Comedy,Luca Verdone,"['Fides Stagni', ' Carlo Verdone']",1986,5.0,/2sY31ucKFmb9OpEa4AtQld6RCpP.jpg,5.249527021833675
99,Il toro,it,Comedy,Carlo Mazzacurati,"['Mario Cecchi Gori', ' Ivano Fossati', ' Diego Abatantuono']",1994,6.0,/2rJft5884jZCNSh56yy1iljkHOK.jpg,5.964756060361204
100,Troppo forte,it,Comedy,Carlo Verdone,"['Maurizio Fabbri', ' Carlo Verdone']",1986,6.0,/tUuUIPs8KG5QaEXOqmhdZDLs0Tl.jpg,5.98267734176989
101,Sono pazzo di Iris Blond,it,Comedy,Carlo Verdone,"['Nello Mascia', ' Carlo Verdone']",1996,6.0,/mqMhEapGuJonC7pLIK0sLEVvFyO.jpg,5.982723193168065
102,Aenigma,it,Horror,Lucio Fulci,"['Walter Brandi', ' Kemal Hrustanovic', ' Jared Martin']",1987,5.0,/4zONBTI0SgJkPHPLO07JYBXqCk7.jpg,5.13232279498711
103,Il barbiere di Rio,it,Comedy,Giovanni Veronesi,"['Irene Grandi', ' Diego Abatantuono']",1996,6.0,/i0HhkKMGfIn44A2tmoOjvCbJrgt.jpg,5.964756060361204
104,La vie sexuelle des Belges 1950-1978,it,Biography,Jan Bucquoy,"['Jan Bucquoy', ' Eric da Costa', ' Jean-Henri Compère']",1994,5.0,/8U7Q531h9hQGxOSNyjRrrYSeKnZ.jpg,5.414329886431271
105,Superfantozzi,it,Comedy,Neri Parenti,"['Gigi Reder', ' Liù Bosisio', ' Paolo Villaggio']",1986,6.0,/7XFrSclEKZ0Az16HYiLbOaANNHm.jpg,5.987538797974216
106,Opera,it,Crime,Dario Argento,"['Ian Charleson', ' György Gyõriványi', ' Dario Argento', ' Cristina Marsillach']",1987,6.0,/jpAtjToZF7564rxyoPjxtk4ckjJ.jpg,5.998246984578314
107,Dèmoni 2... L'incubo ritorna,it,Horror,Lamberto Bava,"['Lamberto Bava', ' David Edwin Knight', ' Fabio Poggiali']",1986,5.0,/9PXrkJUzCWLSCj0qiCIUk4QXvO8.jpg,5.040075811344064
108,Il commissario Lo Gatto,it,Comedy,Dino Risi,"['Renata Attivissimo', ' Lino Banfi']",1986,6.0,/eTmIVHPg8BqqWNiEZCoQScnEMw4.jpg,5.9736169053310215
109,La setta,it,Horror,Michele Soavi,['Kelly Curtis'],1991,6.0,/oII0jNwewcommWXB95kK1nHuLwK.jpg,5.990589420961498
110,Speriamo che sia femmina,it,Comedy,Mario Monicelli,"['Bernard Blier', ' Camillo Bazzoni', ' Lucrezia Lante della Rovere', ' Liv Ullmann']",1986,6.0,/uJzJPJAcMDkMlQka1NdZwkehYx4.jpg,5.973807473430556
111,Tempo di uccidere,it,Drama,Giuliano Montaldo,['Nicolas Cage'],1989,5.0,/g2bXa04BZDN49afTMpR2eSwKSYk.jpg,5.33916118424853
112,La tregua,it,Drama,Francesco Rosi,"['Oleksandr Grinko', ' Vitali Rosstalnoy', ' Leo Pescarolo', ' John Turturro']",1997,6.0,/6HTuCZddcrvcOSBq51vt7QIlM0T.jpg,5.985603931140042
113,Frankie Starlight,it,Drama,Michael Lindsay-Hogg,"['Jessie-Ann Friend', "" Ronan O'Leary"", ' Rudi Davies', ' Matt Dillon']",1995,6.0,/1cPX7MWnEYG21tSdEpWlFygZUwY.jpg,5.976886764797786
114,Ultrà,it,Drama,Ricky Tognazzi,"['Ricky Memphis', ' Giuseppe Manfridi', ' Graziano Diana', ' Claudio Amendola']",1991,6.0,/s86WDTnRxSNhdAGvcIUyJi5FrfC.jpg,5.977081539251737
115,Le comiche,it,Comedy,Neri Parenti,"['Alessandra Casella', ' Renato Pozzetto']",1990,5.0,/7bd4nNtxNMlsJc2ysEJMJ01HY36.jpg,5.229324883167063
116,Il mostro,it,Comedy,Roberto Benigni,"['Vittorio Amandola', ' Massimo Bavastro', ' Roberto Benigni']",1994,7.0,/frhnN2qMeZ3qoAjKiL0ieIlonj7.jpg,6.952366670711364
117,Il cielo è sempre più blu,it,Drama,Antonello Grimaldi,"['Alessandro Banci', ' Sante Maurizi', ' Asia Argento']",1996,5.0,/uXZRcXPnjHuq02ZqDEDcmihJrPp.jpg,5.628177569750637
118,Una botta di vita,it,Comedy,Enrico Oldoini,"['Antonio Passalia', ' Aurelio Chiesa', ' Alberto Sordi']",1988,5.0,/itqTUGdHliaWBtn17YEE7Kan2zh.jpg,5.665760843154521
119,Ovosodo,it,Comedy,Paolo Virzì,"['Paolo Virzì', ' Daniela Morozzi', ' Edoardo Gabbriellini']",1997,7.0,/94laqpOLpJEXZVZdC8rDQeBKKSS.jpg,6.8735732522892175
120,Puerto Escondido,it,Comedy,Gabriele Salvatores,"['Renato Carpentieri', ' Diego Abatantuono']",1992,6.0,/9CQzFsTG3jsQbNN70Zx1NCgxlra.jpg,5.985436908475892
121,La voce della luna,it,Comedy,Federico Fellini,"['Daniela Airoldi', ' Patrizio Roversi', ' Angelo Orlando', ' Roberto Benigni']",1990,6.0,/mn3obxixrzXbtYDalSeMjL54iLv.jpg,5.991019293311632
122,Almost Blue,it,Thriller,Alex Infascelli,"['Lorenza Indovina', ' Alex Infascelli', ' Lorenza Indovina']",2000,5.0,/siBws71zvET0nT5jhIPfUizzyam.jpg,5.3706297477355065
123,Fantozzi In Paradiso,it,Comedy,Neri Parenti,"['Plinio Fernando', ' Anna Mazzamauro', ' Paolo Paoloni', ' Paolo Villaggio']",1993,5.0,/g4iKZ7XAA6SYcOv0fmtA3WFllcd.jpg,5.2277602884476
124,Sud,it,Drama,Gabriele Salvatores,['Silvio Orlando'],1993,6.0,/rix49y3dpZ84KPJY0IEyIuZqnVy.jpg,5.973227327230905
125,La carne,it,Drama,Marco Ferreri,"['Sonia Topazio', ' Clelia Piscitello', ' Eleonora Cecere', ' Sergio Castellitto']",1991,5.0,/e00bNpBdkh92hPKPH8N6ujpSHZ4.jpg,5.344156194325827
126,Ginger e Fred,it,Comedy,Federico Fellini,"['Elena Cantarone', ' Rinaldo Geleng', ' Salvatore Billa', ' Marcello Mastroianni']",1986,7.0,/akcnbSIGMB6ReTMVHjia5jaumj1.jpg,6.909431068167739
127,La casa del sorriso,it,Drama,Marco Ferreri,"['Elisabeth Kaza', ' María Mercader', ' Lucio Caizzi', ' Ingrid Thulin']",1991,6.0,/hmJJJLKlAr8abGdtFg6WNX7isH5.jpg,5.95853127305524
128,Denti,it,Comedy,Gabriele Salvatores,"['Claudio Ammendola', ' Sergio Rubini']",2000,6.0,/sUqyknz8lk7UUuoiZe8bJ0E9f2T.jpg,5.975590210841043
129,Fantozzi alla riscossa,it,Comedy,Neri Parenti,['Paolo Villaggio'],1990,5.0,/iJz5rZScUrsD0p9hnTEkTHxCeSy.jpg,5.229662954247899
130,Once in the Life,it,Crime,Laurence Fishburne,"['Madison Riley', ' Eamonn Walker']",2000,5.0,/yu9nybOtHocUd7wwvvUF1cVR7Kh.jpg,5.365413691864326
131,"Per amore, solo per amore",it,History,Giovanni Veronesi,['Diego Abatantuono'],1993,5.0,/uVoXrhiOPKXNWjejqbfozCrO4yu.jpg,5.6117331307519285
